UserId,Product2Id,ProductName
0052x000003dqwoAAA,01t2x000002IToYAAW,"Kandy UCD/Call Distribution, ADD-ON"
0052x000003dqwoAAA,01t2x000002ITpgAAG,"Kandy UCD/Call Distribution, PLATINUM SUCCESS"
0052x000003dqwoAAA,01t2x000002ITmwAAG,"Kandy UCD/Call Distribution Wallboard, ADD-ON, Platinum support"
0052x000003dqwoAAA,01t2x000002ITodAAG,"Kandy UCD/Call Distribution Wallboard, ADD-ON"
0052x000003dqwoAAA,01t2x000002ITplAAG,"Kandy UCD/Call Distribution Wallboard, PLATINUM SUCCESS"
0052x000003dqwoAAA,01t2x000002ITn6AAG,"Kandy Hunt Group Wallboard, ADD-ON, Platinum support"
0052x000003dqwoAAA,01t2x000002IToiAAG,"Kandy Hunt Group Wallboard, ADD-ON"
0052x000003dqwoAAA,01t2x000002ITpqAAG,"Kandy Hunt Group Wallboard, PLATINUM SUCCESS"
0052x000003dqwoAAA,01t2x000002ITnBAAW,"Kandy Advanced Hunt Group, ADD-ON, Platinum support"
0052x000003dqwoAAA,01t2x000002ITonAAG,"Kandy Advanced Hunt Group, ADD-ON"
0052x000003dqwoAAA,01t2x000002ITpvAAG,"Kandy Advanced Hunt Group, PLATINUM SUCCESS"
0052x000003dqwoAAA,01t2x000002ITnGAAW,"Kandy Scheduled Authorization Codes, ADD-ON, Platinum support"
0052x000003dqwoAAA,01t2x000002ITosAAG,"Kandy Scheduled Authorization Codes, ADD-ON"
0052x000003dqwoAAA,01t2x000002ITq0AAG,"Kandy Scheduled Authorization Codes, PLATINUM SUCCESS"
0052x0000049BoSAAU,01t2x000002IWkTAAW,"Influitive AdvocateHub, PLATINUM SUCCESS"
0052x0000049BoSAAU,01t2x000002IWjuAAG,"Influitive AdvocateHub, STANDARD EDITION, STANDARD SUCCESS"
0052x0000049BoSAAU,01t2x000002IWkEAAW,"Influitive AdvocateHub, STANDARD SUCCESS"
0052x000003X7B4AAK,01t2x000001E1nAAAS,"DNN Non-Production License EVOQ Engage, ADD-ON, Platinum support"
0052x000003X7B4AAK,01t2x000001E1mRAAS,"DNN Production EVOQ, ENTERPRISE EDITION, PLATINUM SUCCESS"
0052x000002Q1BbAAK,01t2x000002HyCfAAK,"Olive Software EStudio, GOLD SUCCESS"
0052x000002QDFNAA4,01t2x000000Jo9nAAC,Kayako OnPremise KC CASE SILVER
0052x00000224r5AAA,01t2x000000Jo9nAAC,Kayako OnPremise KC CASE SILVER
0052x000002PlCkAAK,01t2x000001DpbPAAS,BiznessApps:Individual:Standard:Standard
0052x0000021tzyAAA,01t2x000001E1knAAC,"DNN OnDemand EVOQ, PROFESSIONAL EDITION, STANDARD SUCCESS"
0052x000003ibFqAAI,01t2x000002Cg5BAAS,JIVE PS Fixed Fee
0052x0000049BoSAAU,01t2x000002CmgPAAS,"MessageOne AlertFind, STANDARD EDITION, PLATINUM SUCCESS"
0052x0000049BoSAAU,01t2x000002CmgYAAS,"MessageOne AlertFind, PLATINUM SUCCESS"
0052x000002V6t4AAC,01t2x000002Cg4VAAS,"Jive Cloud, STANDARD EDITION, STANDARD SUCCESS"
0052x000002V6t4AAC,01t2x0000026DFOAA2,"Jive Cloud, STANDARD EDITION"
0052x000002V6t4AAC,01t2x0000026DFTAA2,"Jive Cloud, STANDARD SUCCESS"
0052x000003XjMPAA0,01t2x000001E1lCAAS,"DNN CustomerCloud EVOQ, PROFESSIONAL EDITION, PLATINUM SUCCESS"
0052x000003XjMPAA0,01t2x000003PncKAAS,"DNN CustomerCloud EVOQ, PROFESSIONAL EDITION"
0052x000003XjMPAA0,01t2x000003PncNAAS,"DNN CustomerCloud EVOQ, PLATINUM SUCCESS"
0052x0000049sbGAAQ,01t2x000003Pvo2AAC,"InfoBright Subscription, STANDARD EDITION, PLATINUM SUCCESS"
0052x0000049sbGAAQ,01t2x000003PvnzAAC,"InfoBright Subscription, PLATINUM SUCCESS"
0052x000003XpHxAAK,01t2x000000Jo9nAAC,Kayako OnPremise KC CASE SILVER
0052x000003X7B4AAK,01t2x000002BskyAAC,"Pivotal Term User License, STANDARD EDITION, STANDARD SUCCESS"
0052x0000049sbGAAQ,01t2x000001E1lxAAC,"DNN Production EVOQ, STANDARD EDITION, GOLD SUCCESS"
0052x0000049sbGAAQ,01t2x000003Pnc9AAC,"DNN Production License EVOQ, STANDARD EDITION"
0052x0000049sbGAAQ,01t2x000003PncDAAS,"DNN Production License EVOQ, GOLD SUCCESS"
0052x0000057LUlAAM,01t2x000002HuE5AAK,M1 SaaS Archive with Platinum Support
0052x000002Q1BbAAK,01t2x000003Px9QAAS,"Lyris (AEM) Campaign Manager, STANDARD EDITION, PLATINUM SUCCESS"
0052x000003qiyMAAQ,01t2x000001E1m2AAC,"DNN Production License EVOQ, STANDARD EDITION, PLATINUM SUCCESS"
0052x000003qiyMAAQ,01t2x000003PncEAAS,"DNN Production License EVOQ, PLATINUM SUCCESS"
0052x000002Q1BbAAK,01t2x000003Px9OAAS,"Lyris (AEM) Campaign Manager, PLATINUM SUCCESS"
0052x000003XjMPAA0,01t2x000001E38rAAC,"DNN Additional Development License Customer Cloud EVOQ, ADD-ON, Platinum support"
0052x000003XjMPAA0,01t2x000003PncdAAC,"DNN Additional Development License Customer Cloud EVOQ, ADD-ON"
0052x000003XjMPAA0,01t2x000003PncfAAC,"DNN Additional Development License Customer Cloud EVOQ, PLATINUM SUCCESS"
0052x000003XjMPAA0,01t2x0000026EW2AAM,"Everest Term Software License, ENTERPRISE EDITION, PLATINUM SUCCESS"
0052x000003XjMPAA0,01t2x0000026EVtAAM,"Everest Term Software License, ENTERPRISE EDITION"
0052x000003XjMPAA0,01t2x0000026EVwAAM,"Everest Term Software License, PLATINUM SUCCESS"
0052x000002Q1BbAAK,01t2x000002HuE5AAK,M1 SaaS Archive with Platinum Support
0052x000003qiyMAAQ,01t2x000002Cg4tAAC,"Jive Private Cloud (On-Premise), STANDARD EDITION, STANDARD SUCCESS"
0052x000003qiyMAAQ,01t2x0000026DFNAA2,"Jive Private Cloud (On-Premise), STANDARD EDITION"
0052x000003qiyMAAQ,01t2x0000026DFQAA2,"Jive Private Cloud (On-Premise), STANDARD SUCCESS"
0052x0000049sbGAAQ,01t2x000003PncCAAS,"DNN Production License EVOQ, STANDARD SUCCESS"
0052x0000049sbGAAQ,01t2x000003PncaAAC,"DNN Non-Production License EVOQ, STANDARD SUCCESS"
0052x000003djGdAAI,01t2x000002CpD5AAK,NewNet Milestone Fees
0052x000003XjMPAA0,01t2x000001E1n5AAC,"DNN Non-Production License EVOQ Content, ADD-ON, Standard support"
0052x0000049sbGAAQ,01t2x000003PtGYAA0,"AnswerHub Internal (Number of Users) - SaaS, STANDARD EDITION, PLATINUM SUCCESS"
0052x000002V6t4AAC,01t2x000002CmgPAAS,"MessageOne AlertFind, STANDARD EDITION, PLATINUM SUCCESS"
0052x000002V6t4AAC,01t2x000002CmgYAAS,"MessageOne AlertFind, PLATINUM SUCCESS"
0052x000002V6t4AAC,01t2x000002CmgdAAC,"MessageOne USCAN Toll-Free Number, ADD-ON"
0052x0000049sbGAAQ,01t2x000002HyDsAAK,"Olive Software Full Digital, PROFESSIONAL EDITION, PLATINUM SUCCESS"
0052x0000049sbGAAQ,01t2x000002HyDYAA0,"Olive Software Full Digital, PROFESSIONAL EDITION"
0052x0000049sbGAAQ,01t2x000002HyDxAAK,"Olive Software Full Digital, PLATINUM SUCCESS"
0052x000002V6t4AAC,01t2x000002CmgeAAC,"MessageOne International Local Toll Numbers, ADD-ON"
0052x000002V6t4AAC,01t2x000002CmgfAAC,"MessageOne International Toll Free Numbers, ADD-ON"
0052x0000057ORLAA2,01t2x000002HyYsAAK,RightSpend
0052x0000049sbGAAQ,01t2x000003PnRKAA0,"GoMembers 4Gov, STANDARD EDITION, PLATINUM SUCCESS"
0052x0000049sbGAAQ,01t2x000003PnR8AAK,"GoMembers 4Gov, STANDARD EDITION"
0052x0000049sbGAAQ,01t2x000003PnQzAAK,"GoMembers 4Gov, PLATINUM SUCCESS"
0052x000002V6t4AAC,01t2x000003PsrtAAC,"BroadVision QuickSilver MAINTENANCE, STANDARD EDITION, PLATINUM SUCCESS"
0052x000002V6t4AAC,01t2x000003PssCAAS,"BroadVision QuickSilver, PLATINUM SUCCESS"
0052x000003qiyMAAQ,01t2x000001E1m7AAC,"DNN Production License EVOQ, PROFESSIONAL EDITION, STANDARD SUCCESS"
0052x000003qiyMAAQ,01t2x000001E1n5AAC,"DNN Non-Production License EVOQ Content, ADD-ON, Standard support"
0052x000003qiyMAAQ,01t2x000003PncBAAS,"DNN Production License EVOQ, PROFESSIONAL EDITION"
0052x000003qiyMAAQ,01t2x000003PncZAAS,"DNN Non-Production License EVOQ Content, ADD-ON"
0052x0000049BoSAAU,01t2x000002HtsqAAC,"Aurea Social Social, STANDARD EDITION, PLATINUM SUCCESS"
0052x0000049BoSAAU,01t2x000002HtrnAAC,"Aurea Social Social, STANDARD EDITION"
0052x0000049BoSAAU,01t2x000002Hts7AAC,"Aurea Social Social, PLATINUM SUCCESS"
0052x0000049BoSAAU,01t2x0000026DFVAA2,"Jive Cloud, PLATINUM SUCCESS"
0052x0000049BoSAAU,01t2x0000026BGEAA2,"Aurea Platform Messenger MAINTENANCE, STANDARD EDITION, PLATINUM SUCCESS"
0052x0000049BoSAAU,01t2x0000026BGcAAM,"Aurea Platform Messenger, PLATINUM SUCCESS"
0052x000002Q1BbAAK,01t2x000003Px9HAAS,"Lyris (AEM) List Manager, PLATINUM SUCCESS"
0052x000003dwcDAAQ,01t2x000002BskyAAC,"Pivotal Term User License, STANDARD EDITION, STANDARD SUCCESS"
0052x000003dwcDAAQ,01t2x000002Cm2IAAS,"Pivotal Term User License, STANDARD EDITION"
0052x000003dwcDAAQ,01t2x000002Cm2NAAS,"Pivotal Term User License, STANDARD SUCCESS"
0052x0000049sbGAAQ,01t2x000003PnRQAA0,"GoMembers OnDemand, STANDARD EDITION, PLATINUM SUCCESS"
0052x0000049sbGAAQ,01t2x000003PnR9AAK,"GoMembers OnDemand, STANDARD EDITION"
0052x0000049sbGAAQ,01t2x000003PnR2AAK,"GoMembers OnDemand, PLATINUM SUCCESS"
0052x0000057LUlAAM,01t2x000002BuF3AAK,"Pivotal Term User License MAINTENANCE, STANDARD EDITION, STANDARD SUCCESS"
0052x0000049BoSAAU,01t2x000002BuF3AAK,"Pivotal Term User License MAINTENANCE, STANDARD EDITION, STANDARD SUCCESS"
0052x000003Xj1qAAC,01t2x000003PsrtAAC,"BroadVision QuickSilver MAINTENANCE, STANDARD EDITION, PLATINUM SUCCESS"
0052x000003Xj1qAAC,01t2x000003PssCAAS,"BroadVision QuickSilver, PLATINUM SUCCESS"
0052x000003X7B4AAK,01t2x000002CXfAAAW,"Playbooks, STANDARD EDITION, PLATINUM SUCCESS"
0052x000003X7B4AAK,01t2x0000026DOGAA2,"Playbooks, STANDARD EDITION"
0052x000003X7B4AAK,01t2x0000026DOJAA2,"Playbooks, PLATINUM SUCCESS"
0052x000003X7B4AAK,01t2x0000026DOKAA2,"Playbooks Telephony, ADD-ON"
0052x0000049sbGAAQ,01t2x000001E1m7AAC,"DNN Production License EVOQ, PROFESSIONAL EDITION, STANDARD SUCCESS"
0052x0000049sbGAAQ,01t2x000001E1n5AAC,"DNN Non-Production License EVOQ Content, ADD-ON, Standard support"
0052x0000049BoSAAU,01t2x000001E1mXAAS,"DNN Non-Production License EVOQ Basic, ADD-ON, Platinum support"
0052x0000049BoSAAU,01t2x000001E1m2AAC,"DNN Production License EVOQ, STANDARD EDITION, PLATINUM SUCCESS"
0052x0000049BoSAAU,01t2x000003PncXAAS,"DNN Non-Production License EVOQ Basic, ADD-ON"
0052x0000049BoSAAU,01t2x000003PnccAAC,"DNN Non-Production License EVOQ, PLATINUM SUCCESS"
0052x0000049BoSAAU,01t2x000003Pnc9AAC,"DNN Production License EVOQ, STANDARD EDITION"
0052x0000049BoSAAU,01t2x000003PncEAAS,"DNN Production License EVOQ, PLATINUM SUCCESS"
0052x000003XjMPAA0,01t2x000003PncaAAC,"DNN Non-Production License EVOQ, STANDARD SUCCESS"
0052x0000057GMdAAM,01t2x000002HurTAAS,"STL Monetization MAINTENANCE, STANDARD EDITION, STANDARD SUCCESS"
0052x0000057GMdAAM,01t2x000002HurYAAS,"STL Monetization, STANDARD SUCCESS"
0052x0000057OQDAA2,01t2x000002HyYsAAK,RightSpend
0052x0000058gmEAAQ,01t2x000002BskyAAC,"Pivotal Term User License, STANDARD EDITION, STANDARD SUCCESS"
0052x0000058gmEAAQ,01t2x000002Cm2IAAS,"Pivotal Term User License, STANDARD EDITION"
0052x0000058gmEAAQ,01t2x000002Cm2NAAS,"Pivotal Term User License, STANDARD SUCCESS"
0052x0000049BoSAAU,01t2x000003PngjAAC,"Autotrol Tech Illustrator, STANDARD EDITION, PLATINUM SUCCESS"
0052x0000049BoSAAU,01t2x000002CrqsAAC,"Autotrol Tech Illustrator, STANDARD EDITION"
0052x0000049BoSAAU,01t2x000002Crr1AAC,"Autotrol Tech Illustrator, PLATINUM SUCCESS"
0052x0000049sbGAAQ,01t2x0000026BaxAAE,"NorthPlains Xinet (On-Prem) MAINTENANCE, STANDARD EDITION, STANDARD SUCCESS"
0052x0000049BoSAAU,01t2x000002BuF8AAK,"Pivotal Term User License MAINTENANCE, STANDARD EDITION, PLATINUM SUCCESS"
0052x000003qiyMAAQ,01t2x000001E1mHAAS,"DNN Production License EVOQ, PROFESSIONAL EDITION, PLATINUM SUCCESS"
0052x000003qiyMAAQ,01t2x000001E1nKAAS,"DNN Non-Production License EVOQ Content, ADD-ON, Platinum support"
0052x000003qiyMAAQ,01t2x000003PnccAAC,"DNN Non-Production License EVOQ, PLATINUM SUCCESS"
0052x0000049BoSAAU,01t2x0000026BFwAAM,"Aurea Platform Messenger, STANDARD EDITION, PLATINUM SUCCESS"
0052x0000049BoSAAU,01t2x0000026BGUAA2,"Aurea Platform Messenger, STANDARD EDITION"
0052x000003XjMPAA0,01t2x0000026BarAAE,"NorthPlains Xinet (On-Prem), STANDARD EDITION, STANDARD SUCCESS"
0052x000003XjMPAA0,01t2x0000026Bb3AAE,"NorthPlains Xinet (On-Prem), STANDARD EDITION"
0052x000003XjMPAA0,01t2x0000026Bb5AAE,"NorthPlains Xinet (On-Prem), STANDARD SUCCESS"
0052x000002Q1BbAAK,01t2x000003PssBAAS,"BroadVision QuickSilver, STANDARD SUCCESS"
0052x000002Q1BbAAK,01t2x000003PsrsAAC,"BroadVision QuickSilver MAINTENANCE, STANDARD EDITION, STANDARD SUCCESS"
0052x000003XjMPAA0,01t2x000001E1lsAAC,"DNN Production EVOQ, STANDARD EDITION, STANDARD SUCCESS"
0052x000003dwcIAAQ,01t2x0000026EqxAAE,"ACRM CRM On-Premise, STANDARD EDITION"
0052x000003dwcIAAQ,01t2x0000026Er3AAE,"ACRM CRM On-Premise, PLATINUM SUCCESS"
0052x0000057xOBAAY,01t2x000003PsrsAAC,"BroadVision QuickSilver MAINTENANCE, STANDARD EDITION, STANDARD SUCCESS"
0052x000003Xj1qAAC,01t2x000002Cg4VAAS,"Jive Cloud, STANDARD EDITION, STANDARD SUCCESS"
0052x000003Xj1qAAC,01t2x0000026DFOAA2,"Jive Cloud, STANDARD EDITION"
0052x000003Xj1qAAC,01t2x0000026DFTAA2,"Jive Cloud, STANDARD SUCCESS"
0052x000002QDFSAA4,01t2x000001E1lsAAC,"DNN Production EVOQ, STANDARD EDITION, STANDARD SUCCESS"
0052x000002QDFSAA4,01t2x000001E1mqAAC,"DNN Non-Production License EVOQ Basic, ADD-ON, Standard support"
0052x000002QDFNAA4,01t2x000001E1lxAAC,"DNN Production EVOQ, STANDARD EDITION, GOLD SUCCESS"
0052x0000020mFmAAI,01t2x000002BskyAAC,"Pivotal Term User License, STANDARD EDITION, STANDARD SUCCESS"
0052x000002Q1BbAAK,01t2x000002BskyAAC,"Pivotal Term User License, STANDARD EDITION, STANDARD SUCCESS"
0052x0000049BoSAAU,01t2x000002Cg4uAAC,"Jive Private Cloud (On-Premise), STANDARD EDITION, PLATINUM SUCCESS"
0052x0000049BoSAAU,01t2x0000026DFNAA2,"Jive Private Cloud (On-Premise), STANDARD EDITION"
0052x0000049BoSAAU,01t2x0000026DFSAA2,"Jive Private Cloud (On-Premise), PLATINUM SUCCESS"
0052x000002V6t4AAC,01t2x000003Px9LAAS,"Lyris (AEM) List Manager MAINTENANCE, STANDARD EDITION, PLATINUM SUCCESS"
0052x0000057xOBAAY,01t2x000003Px9KAAS,"Lyris (AEM) List Manager MAINTENANCE, STANDARD EDITION, STANDARD SUCCESS"
0052x0000057xOBAAY,01t2x000003Px9GAAS,"Lyris (AEM) List Manager, STANDARD SUCCESS"
0052x0000057xOBAAY,01t2x000003Px9JAAS,"Lyris (AEM) List Manager, STANDARD EDITION, PLATINUM SUCCESS"
0052x0000057xOBAAY,01t2x000003Px9FAAS,"Lyris (AEM) List Manager, STANDARD EDITION"
0052x000003XjMPAA0,01t2x000001E1mCAAS,"DNN Production License EVOQ, PROFESSIONAL EDITION, GOLD SUCCESS"
0052x000003XjMPAA0,01t2x000001E1nFAAS,"DNN Non-Production License EVOQ Content, ADD-ON, Gold support"
0052x000003XjMPAA0,01t2x000003PncbAAC,"DNN Non-Production License EVOQ, GOLD SUCCESS"
0052x000003XjMPAA0,01t2x000003PncDAAS,"DNN Production License EVOQ, GOLD SUCCESS"
0052x0000049sbGAAQ,01t2x000003PncXAAS,"DNN Non-Production License EVOQ Basic, ADD-ON"
0052x0000049sbGAAQ,01t2x000002HwyyAAC,"Everest Term Software License MAINTENANCE, ENTERPRISE EDITION, PLATINUM SUCCESS"
0052x0000049sbGAAQ,01t2x000002HyCVAA0,"Olive Software EStudio, STANDARD SUCCESS"
0052x0000049sbGAAQ,01t2x000002HyCQAA0,"Olive Software EStudio, STANDARD EDITION"
0052x000003qiyMAAQ,01t2x0000029JkMAAU,"Tradebeam iSupply, STANDARD EDITION, PLATINUM SUCCESS"
0052x000003qiyMAAQ,01t2x0000029JkJAAU,"Tradebeam iSupply, PLATINUM SUCCESS"
0052x000002PlCpAAK,01t2x000001DpbPAAS,BiznessApps:Individual:Standard:Standard
0052x000003qiyMAAQ,01t2x0000029JkLAAU,"Tradebeam iSupply, STANDARD EDITION, GOLD SUCCESS"
0052x000003qiyMAAQ,01t2x0000029JkIAAU,"Tradebeam iSupply, GOLD SUCCESS"
0052x0000049sbGAAQ,01t2x000000Jo9nAAC,Kayako OnPremise KC CASE SILVER
0052x0000049sbGAAQ,01t2x000001E1lsAAC,"DNN Production EVOQ, STANDARD EDITION, STANDARD SUCCESS"
0052x0000057xOBAAY,01t2x000000JoARAA0,Kayako OnPremise KC PROFESSIONAL PLATINUM
0052x0000057LUlAAM,01t2x000002HyDYAA0,"Olive Software Full Digital, PROFESSIONAL EDITION"
0052x0000049BoSAAU,01t2x0000026EGPAA2,"Sensage Subscription MAINTENANCE, STANDARD EDITION, PLATINUM SUCCESS"
0052x0000049BoSAAU,01t2x0000026EGMAA2,"Sensage Subscription, PLATINUM SUCCESS"
0052x000002QZ9kAAG,01t2x000001DpbjAAC,FogBugz:OnDemand:Standard:Standard
0052x000003XpHxAAK,01t2x000002CmgeAAC,"MessageOne International Local Toll Numbers, ADD-ON"
0052x000003qiyMAAQ,01t2x000003Pw35AAC,"Verdiem License, STANDARD EDITION, PLATINUM SUCCESS"
0052x000003qiyMAAQ,01t2x000003Pw2zAAC,"Verdiem License, STANDARD EDITION"
0052x000003qiyMAAQ,01t2x000003Pw32AAC,"Verdiem License, PLATINUM SUCCESS"
0052x0000057xOBAAY,01t2x0000026DOJAA2,"Playbooks, PLATINUM SUCCESS"
0052x0000057xOBAAY,01t2x0000026DOKAA2,"Playbooks Telephony, ADD-ON"
0052x0000057xOBAAY,01t2x000002CXfAAAW,"Playbooks, STANDARD EDITION, PLATINUM SUCCESS"
0052x0000057xOBAAY,01t2x0000026DOGAA2,"Playbooks, STANDARD EDITION"
0052x000002V6t4AAC,01t2x000002Cg4tAAC,"Jive Private Cloud (On-Premise), STANDARD EDITION, STANDARD SUCCESS"
0052x000002V6t4AAC,01t2x0000026DFNAA2,"Jive Private Cloud (On-Premise), STANDARD EDITION"
0052x000002V6t4AAC,01t2x0000026DFQAA2,"Jive Private Cloud (On-Premise), STANDARD SUCCESS"
0052x000003XpHxAAK,01t2x000002CmgQAAS,"MessageOne AlertFind, STANDARD EDITION"
0052x0000049BoSAAU,01t2x000003PnghAAC,"Autotrol Tech Illustrator, STANDARD EDITION, STANDARD SUCCESS"
0052x0000049BoSAAU,01t2x000003PngkAAC,"Autotrol Tech Illustrator, STANDARD SUCCESS"
0052x0000057GMdAAM,01t2x000002I0oaAAC,STL-TE-WiF-SIL
0052x00000588eeAAA,01t2x000003PncEAAS,"DNN Production License EVOQ, PLATINUM SUCCESS"
0052x0000049BoSAAU,01t2x000002HtrJAAS,"Accuris Term Software License, Hosted STANDARD EDITION, PLATINUM SUCCESS"
0052x0000049BoSAAU,01t2x000002HtrOAAS,"Accuris Term Software License, STANDARD EDITION"
0052x0000049BoSAAU,01t2x000002HtqpAAC,"Accuris Term Software License, PLATINUM SUCCESS"
0052x0000049sbGAAQ,01t2x000002HyCLAA0,"Olive Software EStudio, STANDARD EDITION, STANDARD SUCCESS"
0052x0000049BoSAAU,01t2x000002CmgdAAC,"MessageOne USCAN Toll-Free Number, ADD-ON"
0052x0000049BoSAAU,01t2x000002CmgeAAC,"MessageOne International Local Toll Numbers, ADD-ON"
0052x0000049BoSAAU,01t2x000002CmgfAAC,"MessageOne International Toll Free Numbers, ADD-ON"
0052x000003dwcmAAA,01t2x000002BskyAAC,"Pivotal Term User License, STANDARD EDITION, STANDARD SUCCESS"
0052x000003dwcmAAA,01t2x000002Cm2IAAS,"Pivotal Term User License, STANDARD EDITION"
0052x000003dwcmAAA,01t2x000002Cm2NAAS,"Pivotal Term User License, STANDARD SUCCESS"
0052x000003X7B4AAK,01t2x000002Cg4tAAC,"Jive Private Cloud (On-Premise), STANDARD EDITION, STANDARD SUCCESS"
0052x000003X7B4AAK,01t2x0000026DFNAA2,"Jive Private Cloud (On-Premise), STANDARD EDITION"
0052x000003X7B4AAK,01t2x0000026DFQAA2,"Jive Private Cloud (On-Premise), STANDARD SUCCESS"
0052x0000049BoSAAU,01t2x000001E0d7AAC,"DNN Domain Names EVOQ - Additional 5 Pack, ADD-ON, Standard support"
0052x0000049BoSAAU,01t2x000003PnckAAC,"DNN Domain Names EVOQ - Additional 5 Pack, ADD-ON"
0052x0000049BoSAAU,01t2x000003PncnAAC,"DNN Domain Names EVOQ - Additional 5 Pack, STANDARD SUCCESS"
0052x00000588eeAAA,01t2x000000JoARAA0,Kayako OnPremise KC PROFESSIONAL PLATINUM
0052x000003XjMPAA0,01t2x000001E1mqAAC,"DNN Non-Production License EVOQ Basic, ADD-ON, Standard support"
0052x000003XjMPAA0,01t2x000003PncXAAS,"DNN Non-Production License EVOQ Basic, ADD-ON"
0052x0000058tDvAAI,01t2x000002HtrJAAS,"Accuris Term Software License, Hosted STANDARD EDITION, PLATINUM SUCCESS"
0052x0000058tDvAAI,01t2x000002HtrOAAS,"Accuris Term Software License, STANDARD EDITION"
0052x0000058tDvAAI,01t2x000002HtqpAAC,"Accuris Term Software License, PLATINUM SUCCESS"
0052x000003XjMjAAK,01t2x000001DpaxAAC,Kayako COLLABORATOR TNK
0052x000003XqQMAA0,01t2x000001DpaxAAC,Kayako COLLABORATOR TNK
0052x000003XjMPAA0,01t2x000001EC00AAG,SLI Success Level STANDARD
0052x000002VEL6AAO,01t2x000001DpaxAAC,Kayako COLLABORATOR TNK
0052x000003X4nzAAC,01t2x000001v9thAAA,SLI LEARNING SEARCH STANDARD STANDARD
0052x0000022LvqAAE,01t2x000001E1lsAAC,"DNN Production EVOQ, STANDARD EDITION, STANDARD SUCCESS"
0052x000003Xem4AAC,01t2x000001DpaxAAC,Kayako COLLABORATOR TNK
0052x000002QDFSAA4,01t2x000000Jo9nAAC,Kayako OnPremise KC CASE SILVER
0052x00000224r5AAA,01t2x000001E1mIAAS,"DNN Non-Production License EVOQ Basic, ADD-ON, Gold support"
0052x00000224r5AAA,01t2x000001E1lxAAC,"DNN Production EVOQ, STANDARD EDITION, GOLD SUCCESS"
0052x000002V6t4AAC,01t2x000001DpaxAAC,Kayako COLLABORATOR TNK
0052x000003XiVYAA0,01t2x000001DpaxAAC,Kayako COLLABORATOR TNK
0052x00000224r5AAA,01t2x000001E391AAC,"DNN Domain Names EVOQ - Additional 5 Pack, ADD-ON, Platinum support"
0052x00000224r5AAA,01t2x000001E1lsAAC,"DNN Production EVOQ, STANDARD EDITION, STANDARD SUCCESS"
0052x00000224r5AAA,01t2x000001E1mqAAC,"DNN Non-Production License EVOQ Basic, ADD-ON, Standard support"
0052x000003XjMjAAK,01t2x000000Jo9nAAC,Kayako OnPremise KC CASE SILVER
0052x00000224r5AAA,01t2x000001DpaxAAC,Kayako COLLABORATOR TNK
0052x000002QDFSAA4,01t2x000001E1m7AAC,"DNN Production License EVOQ, PROFESSIONAL EDITION, STANDARD SUCCESS"
0052x000002QDFSAA4,01t2x000001E1n5AAC,"DNN Non-Production License EVOQ Content, ADD-ON, Standard support"
0052x000002QDFSAA4,01t2x000001E0d2AAC,"DNN Additional Development License Customer Cloud EVOQ, ADD-ON, Standard support"
0052x000003XjMPAA0,01t2x000001E1m2AAC,"DNN Production License EVOQ, STANDARD EDITION, PLATINUM SUCCESS"
0052x000003XjMPAA0,01t2x000001E1mXAAS,"DNN Non-Production License EVOQ Basic, ADD-ON, Platinum support"
0052x00000224r5AAA,01t2x000000JoARAA0,Kayako OnPremise KC PROFESSIONAL PLATINUM
0052x000003qyGIAAY,01t2x000001E1lsAAC,"DNN Production EVOQ, STANDARD EDITION, STANDARD SUCCESS"
0052x000003XjMPAA0,01t2x000001v9tmAAA,SLI LEARNING SEARCH STANDARD GOLD
0052x000002QDFSAA4,01t2x000001E1nQAAS,"DNN Failover License EVOQ Content, ADD-ON, Gold support"
0052x000003XjMPAA0,01t2x000001E0d7AAC,"DNN Domain Names EVOQ - Additional 5 Pack, ADD-ON, Standard support"
0052x000003XjMPAA0,01t2x000001E1mqAAC,"DNN Non-Production License EVOQ Basic, ADD-ON, Standard support"
0052x000003X42aAAC,01t2x000001DpaxAAC,Kayako COLLABORATOR TNK
0052x000002QDFSAA4,01t2x000001E1nZAAS,"DNN Failover License EVOQ Content, ADD-ON, Platinum support"
0052x000002QDFSAA4,01t2x000001E1mHAAS,"DNN Production License EVOQ, PROFESSIONAL EDITION, PLATINUM SUCCESS"
0052x000002QDFSAA4,01t2x000001E1nKAAS,"DNN Non-Production License EVOQ Content, ADD-ON, Platinum support"
0052x000003Xem4AAC,01t2x000000Jo9nAAC,Kayako OnPremise KC CASE SILVER
0052x00000224r5AAA,01t2x000001E1m2AAC,"DNN Production License EVOQ, STANDARD EDITION, PLATINUM SUCCESS"
0052x00000224r5AAA,01t2x000001E1mXAAS,"DNN Non-Production License EVOQ Basic, ADD-ON, Platinum support"
0052x00000224r5AAA,01t2x000001E1m7AAC,"DNN Production License EVOQ, PROFESSIONAL EDITION, STANDARD SUCCESS"
0052x00000224r5AAA,01t2x000001E1n5AAC,"DNN Non-Production License EVOQ Content, ADD-ON, Standard support"
0052x000002QDFSAA4,01t2x000001E1mRAAS,"DNN Production EVOQ, ENTERPRISE EDITION, PLATINUM SUCCESS"
0052x000002QDFSAA4,01t2x000001E1nAAAS,"DNN Non-Production License EVOQ Engage, ADD-ON, Platinum support"
0052x000002QDFSAA4,01t2x000001E0d7AAC,"DNN Domain Names EVOQ - Additional 5 Pack, ADD-ON, Standard support"
